"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.55269041553698e-120,0.975376826284096,1,0.998,2.2400664624952e-116,"2","Rps20"
3.52571467882313e-119,2.21625748028207,0.852,0.556,5.08654856713812e-115,"2","Actb"
7.19853348780032e-119,1.5409057031665,0.984,0.933,1.03853242628495e-114,"2","Tmsb4x"
1.14139878684307e-114,1.57461932824947,0.914,0.705,1.6466960297785e-110,"2","B2m"
4.65688318656178e-113,3.07255706633172,0.371,0.085,6.71848537325268e-109,"2","Rac2"
4.44352974757165e-107,2.9270280781655,0.412,0.112,6.41068036682161e-103,"2","Arhgap45"
3.80666076354588e-101,2.63056656234609,0.464,0.154,5.49186948356764e-97,"2","Coro1a"
7.60885423498737e-100,1.03804559736925,0.983,0.882,1.09772940048163e-95,"2","Rpsa"
8.99450361023765e-99,1.52878565524517,0.884,0.656,1.29763703584899e-94,"2","Psap"
5.83759350049918e-98,2.60067520608755,0.459,0.157,8.42189614317017e-94,"2","H2-Q7"
3.62699182598674e-97,0.799800413579717,1,0.99,5.23266110735106e-93,"2","Eef1a1"
6.31610501788647e-97,1.33773666757831,0.669,0.311,9.11224470930481e-93,"2","Ighm"
4.75460010796912e-95,1.1448287650659,0.953,0.863,6.85946157576704e-91,"2","Rpl13a"
2.6251807837801e-89,2.52416330251776,0.494,0.196,3.78734831675956e-85,"2","Shisa5"
3.17257579835586e-87,2.93036616553736,0.327,0.083,4.577075104288e-83,"2","Lsp1"
1.80806331158694e-84,2.41903793021316,0.388,0.12,2.60849293962648e-80,"2","Ctss"
2.86086569566869e-83,2.50390293344319,0.465,0.184,4.12737093914121e-79,"2","Cd52"
1.52705352273842e-82,1.98500142211421,0.516,0.218,2.20308011725472e-78,"2","C3"
2.35454885466571e-82,3.12132289332699,0.252,0.05,3.39690763262622e-78,"2","Tbc1d10c"
1.07973358828462e-81,1.63031100571142,0.787,0.576,1.55773164781822e-77,"2","Hspa8"
1.86320286171933e-80,3.05901299153164,0.318,0.085,2.68804276860248e-76,"2","Cd79a"
1.36237084415096e-79,3.14731810185993,0.238,0.046,1.96549241685659e-75,"2","H2-Ob"
2.92209651669111e-78,3.30352622454774,0.214,0.037,4.21570864463026e-74,"2","Cd22"
2.89761923480504e-77,3.15577694965611,0.235,0.046,4.18039527005323e-73,"2","Ighd"
5.33471761314815e-77,2.76648017596689,0.272,0.062,7.69639710048884e-73,"2","H2-Q6"
5.5160032694678e-75,3.41858893398008,0.197,0.032,7.9579379168612e-71,"2","Gimap1"
5.59581944584379e-75,2.75819748269061,0.292,0.075,8.07308871451883e-71,"2","Ptprcap"
5.83045022791585e-75,3.12742309286341,0.194,0.03,8.4115905438142e-71,"2","Traf1"
3.93647874063733e-74,2.47785755424528,0.328,0.094,5.67915787911747e-70,"2","Vim"
